id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
27188,ZBAA,large_airport,"Beijing Capital International Airport",40.080101013183594,116.58499908447266,116,AS,China,CN,"Beijing Municipality",CN-11,11,Beijing,1,ZBAA,PEK,,http://en.bcia.com.cn/,https://en.wikipedia.org/wiki/Beijing_Capital_International_Airport,"BJS, Bejing, Peking, Olympics",1021575,2008-06-13T14:30:04+00:00
27223,ZSPD,large_airport,"Shanghai Pudong International Airport",31.1434,121.805,13,AS,China,CN,"Shanghai Municipality",CN-31,31,"Shanghai (Pudong)",1,ZSPD,PVG,,https://www.shanghaiairport.com/index.html,https://en.wikipedia.org/wiki/Shanghai_Pudong_International_Airport,,51150,2023-01-28T02:09:04+00:00
27225,ZSSS,large_airport,"Shanghai Hongqiao International Airport",31.198104,121.33426,10,AS,China,CN,"Shanghai Municipality",CN-31,31,"Shanghai (Minhang)",1,ZSSS,SHA,,,https://en.wikipedia.org/wiki/Shanghai_Hongqiao_International_Airport,,1016175,2021-05-14T18:24:55+00:00
27194,ZGGG,large_airport,"Guangzhou Baiyun International Airport",23.392401,113.299004,50,AS,China,CN,"Guangdong Province",CN-44,44,"Guangzhou (Huadu)",1,ZGGG,CAN,,http://www.baiyunairport.com/english/index.jsp,https://en.wikipedia.org/wiki/Guangzhou_Baiyun_International_Airport,,51575,2021-05-14T18:19:51+00:00
27205,ZLXY,large_airport,"Xi'an Xianyang International Airport",34.447102,108.751999,1572,AS,China,CN,"Shaanxi Province",CN-61,61,"Xianyang (Weicheng)",1,ZLXY,XIY,,http://www.xxia.com/,https://en.wikipedia.org/wiki/Xi'an_Xianyang_International_Airport,"西安咸阳国际机场, Xian",51200,2022-08-29T14:29:51+00:00
27198,ZGSZ,large_airport,"Shenzhen Bao'an International Airport",22.639299,113.810997,13,AS,China,CN,"Guangdong Province",CN-44,44,"Shenzhen (Bao'an)",1,ZGSZ,SZX,,http://eng.szairport.com/,https://en.wikipedia.org/wiki/Shenzhen_Bao'an_International_Airport,"Baoan, Huangtian Airport",51200,2021-05-14T18:19:35+00:00
27230,ZUUU,large_airport,"Chengdu Shuangliu International Airport",30.558257,103.945966,1625,AS,China,CN,"Sichuan Province",CN-51,51,"Chengdu (Shuangliu)",1,ZUUU,CTU,,http://www.cdairport.com/cdairport/en_front/index.jsp,https://en.wikipedia.org/wiki/Chengdu_Shuangliu_International_Airport,成都双流国际机场,51150,2022-08-29T13:55:09+00:00
27214,ZPPP,large_airport,"Kunming Changshui International Airport",25.110313,102.936743,6903,AS,China,CN,"Yunnan Province",CN-53,53,Kunming,1,ZPPP,KMG,,,https://en.wikipedia.org/wiki/Kunming_Changshui_International_Airport,,51150,2022-08-29T18:56:56+00:00
27215,ZSAM,large_airport,"Xiamen Gaoqi International Airport",24.54400062561035,118.12799835205078,59,AS,China,CN,"Fujian Province",CN-35,35,Xiamen,1,ZSAM,XMN,,http://www.xiagc.com.cn/enweb/,https://en.wikipedia.org/wiki/Xiamen_Gaoqi_International_Airport,厦门高崎国际机场,51200,2009-01-30T18:22:16+00:00
27218,ZSHC,large_airport,"Hangzhou Xiaoshan International Airport",30.23609,120.428865,23,AS,China,CN,"Zhejiang Province",CN-33,33,Hangzhou,1,ZSHC,HGH,,http://www.hzairport.com/,https://en.wikipedia.org/wiki/Hangzhou_Xiaoshan_International_Airport,"Hang Zhou, 杭州萧山国际机场",1050,2021-12-21T14:45:08+00:00
27228,ZUCK,large_airport,"Chongqing Jiangbei International Airport",29.712254,106.651895,1365,AS,China,CN,"Chongqing Municipality",CN-50,50,Chongqing,1,ZUCK,CKG,,,https://en.wikipedia.org/wiki/Chongqing_Jiangbei_International_Airport,,1000,2021-12-21T16:53:19+00:00
27196,ZGKL,large_airport,"Guilin Liangjiang International Airport",25.219828,110.039553,570,AS,China,CN,"Guangxi Autonomous Region",CN-45,45,"Guilin (Lingui)",1,ZGKL,KWL,,,https://en.wikipedia.org/wiki/Guilin_Liangjiang_International_Airport,,1050,2021-12-30T17:13:54+00:00
27200,ZHHH,large_airport,"Wuhan Tianhe International Airport",30.774798,114.213723,113,AS,China,CN,"Hubei Province",CN-42,42,"Wuhan (Huangpi)",1,ZHHH,WUH,,http://www.whairport.com/,https://en.wikipedia.org/wiki/Wuhan_Tianhe_International_Airport,,1050,2022-10-17T10:17:39+00:00
27224,CN-0164,closed,"Qingdao Liuting Airport",36.266102,120.374001,33,AS,China,CN,"Shandong Province",CN-37,37,Qingdao,0,,,,,https://en.wikipedia.org/wiki/Qingdao_Liuting_International_Airport,"ZSQD, TAO",800,2022-10-27T12:57:31+00:00
27242,ZYTL,large_airport,"Dalian Zhoushuizi International Airport",38.965698,121.539001,107,AS,China,CN,"Liaoning Province",CN-21,21,"Ganjingzi, Dalian",1,ZYTL,DLC,,,https://en.wikipedia.org/wiki/Dalian_Zhoushuizi_International_Airport,"Dalian Air Base",1000,2021-01-21T13:59:46+00:00
27238,ZYHB,large_airport,"Harbin Taiping International Airport",45.623402,126.25,457,AS,China,CN,"Heilongjiang Province",CN-23,23,Harbin,1,ZYHB,HRB,,,https://en.wikipedia.org/wiki/Harbin_Taiping_International_Airport,,1000,2021-09-27T22:59:15+00:00
27221,ZSNJ,large_airport,"Nanjing Lukou International Airport",31.735032,118.865949,49,AS,China,CN,"Jiangsu Province",CN-32,32,Nanjing,1,ZSNJ,NKG,,,https://en.wikipedia.org/wiki/Nanjing_Lukou_International_Airport,,1000,2021-10-12T16:26:41+00:00
27192,ZBTJ,large_airport,"Tianjin Binhai International Airport",39.124401092499994,117.346000671,10,AS,China,CN,"Tianjin Municipality",CN-12,12,Tianjin,1,ZBTJ,TSN,,,https://en.wikipedia.org/wiki/Tianjin_Binhai_International_Airport,,1050,2010-08-29T23:10:48+00:00
330820,ZBAD,large_airport,"Beijing Daxing International Airport",39.509945,116.41092,98,AS,China,CN,"Beijing Municipality",CN-11,11,Beijing,1,ZBAD,PKX,,,https://en.wikipedia.org/wiki/Beijing_Daxing_International_Airport,,1000,2021-09-30T17:42:52+00:00
31828,ZPLJ,medium_airport,"Lijiang Sanyi International Airport",26.68,100.246002,7359,AS,China,CN,"Yunnan Province",CN-53,53,"Lijiang (Gucheng)",1,ZPLJ,LJG,,,https://en.wikipedia.org/wiki/Lijiang_Sanyi_Airport,"Yunlong Air Base",500,2024-07-08T07:46:46+00:00
27219,ZSJN,large_airport,"Jinan Yaoqiang International Airport",36.857201,117.216003,76,AS,China,CN,"Shandong Province",CN-37,37,Jinan,1,ZSJN,TNA,,,https://en.wikipedia.org/wiki/Jinan_Yaoqiang_International_Airport,,1050,2021-10-12T16:04:51+00:00
27199,ZHCC,large_airport,"Zhengzhou Xinzheng International Airport",34.526497,113.849165,495,AS,China,CN,"Henan Province",CN-41,41,Zhengzhou,1,ZHCC,CGO,,,https://en.wikipedia.org/wiki/Zhengzhou_Xinzheng_International_Airport,"Xinzheng Airport",1050,2021-12-20T16:44:55+00:00
27202,ZJSY,large_airport,"Sanya Phoenix International Airport",18.3029,109.412003,92,AS,China,CN,"Hainan Province",CN-46,46,"Sanya (Tianya)",1,ZJSY,SYX,,,https://en.wikipedia.org/wiki/Sanya_Phoenix_International_Airport,,1000,2022-11-10T14:10:26+00:00
27236,ZWWW,large_airport,"Ürümqi Diwopu International Airport",43.907100677490234,87.47419738769531,2125,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Ürümqi,1,ZWWW,URC,,,https://en.wikipedia.org/wiki/%C3%9Cr%C3%BCmqi_Diwopu_International_Airport,,1000,2009-04-16T22:29:21+00:00
27243,ZYTX,large_airport,"Shenyang Taoxian International Airport",41.639801,123.483002,198,AS,China,CN,"Liaoning Province",CN-21,21,"Hunnan, Shenyang",1,ZYTX,SHE,,,https://en.wikipedia.org/wiki/Shenyang_Taoxian_International_Airport,,1050,2021-01-21T14:06:30+00:00
27220,ZSNB,large_airport,"Ningbo Lishe International Airport",29.82670021057129,121.46199798583984,13,AS,China,CN,"Zhejiang Province",CN-33,33,Ningbo,1,ZSNB,NGB,,,https://en.wikipedia.org/wiki/Ningbo_Lishe_International_Airport,,1000,2009-04-16T22:12:27+00:00
27204,ZLLL,large_airport,"Lanzhou Zhongchuan International Airport",36.515202,103.620003,6388,AS,China,CN,"Gansu Province",CN-62,62,"Lanzhou (Yongdeng)",1,ZLLL,LHW,,http://lzzcairport.com/Home/Index,https://en.wikipedia.org/wiki/Lanzhou_Airport,"ZGC, Datong Air Base, 兰州中川国际机场",1000,2022-08-03T11:15:21+00:00
31867,ZULS,medium_airport,"Lhasa Gonggar Airport",29.298001,90.911951,11713,AS,China,CN,"Tibet Autonomous Region",CN-54,54,"Shannan (Gonggar)",1,ZULS,LXA,,,https://en.wikipedia.org/wiki/Lhasa_Gonggar_Airport,,750,2022-09-20T16:29:53+00:00
27217,ZSFZ,large_airport,"Fuzhou Changle International Airport",25.934669,119.66318,46,AS,China,CN,"Fujian Province",CN-35,35,Fuzhou,1,ZSFZ,FOC,FOC,,https://en.wikipedia.org/wiki/Fuzhou_Changle_International_Airport,,1200,2023-04-11T00:55:09+00:00
27237,ZYCC,large_airport,"Changchun Longjia International Airport",43.996201,125.684998,706,AS,China,CN,"Jilin Province",CN-22,22,Changchun,1,ZYCC,CGQ,,,https://en.wikipedia.org/wiki/Changchun_Longjia_International_Airport,,1000,2022-06-13T09:18:20+00:00
30593,ZGSD,medium_airport,"Zhuhai Jinwan Airport",22.006399,113.375999,23,AS,China,CN,"Guangdong Province",CN-44,44,"Zhuhai (Jinwan)",1,ZGSD,ZUH,,,https://en.wikipedia.org/wiki/Zhuhai_Jinwan_Airport,,750,2021-05-14T18:20:01+00:00
27193,ZBYN,large_airport,"Taiyuan Wusu Airport",37.746899,112.627998,2575,AS,China,CN,"Shanxi Province",CN-14,14,Taiyuan,1,ZBYN,TYN,,,https://en.wikipedia.org/wiki/Taiyuan_Wusu_Airport,,1050,2021-12-20T17:20:56+00:00
32489,ZSTX,medium_airport,"Tunxi International Airport",29.733299255371094,118.25599670410156,,AS,China,CN,"Anhui Province",CN-34,34,Huangshan,1,ZSTX,TXN,,,https://en.wikipedia.org/wiki/Huangshan_Tunxi_International_Airport,,750,2008-08-01T09:31:33+00:00
27201,ZJHK,large_airport,"Haikou Meilan International Airport",19.9349,110.459,75,AS,China,CN,"Hainan Province",CN-46,46,"Haikou (Meilan)",1,ZJHK,HAK,,,https://en.wikipedia.org/wiki/Haikou_Meilan_International_Airport,ZGHK,1050,2020-12-16T14:36:57+00:00
27222,ZSOF,medium_airport,"Hefei Xinqiao International Airport",31.98779,116.9769,207,AS,China,CN,"Anhui Province",CN-34,34,Hefei,1,ZSOF,HFE,,,https://en.wikipedia.org/wiki/Hefei_Xinqiao_International_Airport,,750,2021-10-01T10:34:49+00:00
27195,ZGHA,large_airport,"Changsha Huanghua International Airport",28.189199,113.220001,217,AS,China,CN,"Hunan Province",CN-43,43,"Changsha (Changsha)",1,ZGHA,CSX,,,https://en.wikipedia.org/wiki/Changsha_Huanghua_International_Airport,长沙黄花国际机场,1050,2022-10-17T10:15:42+00:00
342096,TAO,large_airport,"Qingdao Jiaodong International Airport",36.361953,120.088171,30,AS,China,CN,"Shandong Province",CN-37,37,"Jiaozhou, Qingdao",1,ZSQD,TAO,,,https://en.wikipedia.org/wiki/Qingdao_Jiaodong_International_Airport,,1000,2024-04-29T19:31:41+00:00
32672,ZSWZ,large_airport,"Wenzhou Longwan International Airport",27.912201,120.851997,13,AS,China,CN,"Zhejiang Province",CN-33,33,Wenzhou,1,ZSWZ,WNZ,,,https://en.wikipedia.org/wiki/Wenzhou_Longwan_International_Airport,"温州永强机场, Wenzhou Yongqiang Airport",1000,2024-07-08T05:56:07+00:00
31705,ZSQZ,medium_airport,"Quanzhou Jinjiang International Airport",24.7964,118.589996,8530,AS,China,CN,"Fujian Province",CN-35,35,Quanzhou,1,ZSQZ,JJN,,,https://en.wikipedia.org/wiki/Quanzhou_Jinjiang_International_Airport,"Jinjiang Air Base, Chin Chiang, Qingyang",500,2024-07-08T07:50:04+00:00
27189,ZBHH,large_airport,"Hohhot Baita International Airport",40.849658,111.824598,3556,AS,China,CN,"Inner Mongolia Autonomous Region",CN-15,15,Hohhot,1,ZBHH,HET,,http://www.hhhtbtjc.com/,https://en.wikipedia.org/wiki/Hohhot_Baita_International_Airport,,1000,2022-08-01T12:30:36+00:00
27216,ZSCN,large_airport,"Nanchang Changbei International Airport",28.864815,115.90271,143,AS,China,CN,"Jiangxi Province",CN-36,36,Nanchang,1,ZSCN,KHN,,,https://en.wikipedia.org/wiki/Nanchang_Changbei_International_Airport,,1000,2022-06-12T01:02:12+00:00
32709,ZLXN,medium_airport,"Xining Caojiabao International Airport",36.528295,102.040157,7119,AS,China,CN,"Qinghai Province",CN-63,63,"Haidong (Huzhu Tu Autonomous County)",1,ZLXN,XNN,,,https://en.wikipedia.org/wiki/Xining_Caojiabao_International_Airport,"Caojiabu, Caojiapu",750,2022-08-03T11:13:30+00:00
300512,ZUJZ,medium_airport,"Jiuzhai Huanglong Airport",32.853333,103.682222,11327,AS,China,CN,"Sichuan Province",CN-51,51,"Ngawa (Songpan)",1,ZUJZ,JZH,,,https://en.wikipedia.org/wiki/Jiuzhai_Huanglong_Airport,Aba,500,2022-08-29T14:21:13+00:00
32684,ZSWX,medium_airport,"Sunan Shuofang International Airport",31.494400024399997,120.429000854,24,AS,China,CN,"Jiangsu Province",CN-32,32,Wuxi,1,ZSWX,WUX,,,https://en.wikipedia.org/wiki/Wuxi_Shuofang_Airport,"Wuxi Airport",500,2012-03-08T00:43:20+00:00
32723,ZHYC,medium_airport,"Yichang Sanxia Airport",30.554132,111.482563,673,AS,China,CN,"Hubei Province",CN-42,42,"Yichang (Xiaoting)",1,ZHYC,YIH,,http://www.sanxiaairport.com/,https://en.wikipedia.org/wiki/Yichang_Sanxia_Airport,,500,2022-08-29T14:55:52+00:00
44093,ZBNY,small_airport,"Beijing Nanyuan Air Base",39.782158,116.386299,,AS,China,CN,"Beijing Municipality",CN-11,11,Beijing,0,,,,,https://en.wikipedia.org/wiki/Beijing_Nanyuan_Airport,"Nanyuan Air Base, NAY, ZBNY",50,2022-05-22T10:02:21+00:00
27229,ZUGY,large_airport,"Guiyang Longdongbao International Airport",26.541466,106.803331,3736,AS,China,CN,"Guizhou Province",CN-52,52,"Guiyang (Nanming)",1,ZUGY,KWE,,,https://en.wikipedia.org/wiki/Guiyang_Longdongbao_Airport,"Kaiyang Guiyang Air Base, Guiyang Air Base",1000,2022-08-29T16:10:32+00:00
30679,ZBOW,medium_airport,"Baotou Donghe Airport",40.560001,109.997002,3321,AS,China,CN,"Inner Mongolia Autonomous Region",CN-15,15,Baotou,1,ZBOW,BAV,,,https://en.wikipedia.org/wiki/Baotou_Airport,Erliban,750,2022-08-01T12:43:25+00:00
30871,ZSCG,medium_airport,"Changzhou Benniu International Airport",31.919701,119.778999,11155,AS,China,CN,"Jiangsu Province",CN-32,32,Changzhou,1,ZSCG,CZX,,,https://en.wikipedia.org/wiki/Changzhou_Benniu_International_Airport,,500,2024-07-08T07:49:19+00:00
30925,ZPDL,medium_airport,"Dali Fengyi Airport",25.649401,100.319,7050,AS,China,CN,"Yunnan Province",CN-53,53,"Dali (Xiaguan)",1,ZPDL,DLU,,,https://en.wikipedia.org/wiki/Dali_Airport,"Dali Air Base",500,2022-08-02T10:25:41+00:00
44159,CN-0081,medium_airport,"Jinggangshan Airport",26.856899,114.737,281,AS,China,CN,"Jiangxi Province",CN-36,36,Ji'an,1,ZSGS,JGS,,,https://en.wikipedia.org/wiki/Ji%27an_Jinggangshan_Airport,"Tiahe Air Base, Ji'an Airport",500,2024-04-25T16:19:54+00:00
32299,ZLSN,medium_airport,"Xi'an Xiguan Airport",34.376701,109.120003,,AS,China,CN,"Shaanxi Province",CN-61,61,"Xi'an (Baqiao)",0,ZLSN,SIA,,,https://en.wikipedia.org/wiki/Xi%27an_Xiguan_Airport,"Lintong Air Base",250,2022-08-29T14:35:02+00:00
30958,ZGDY,small_airport,"Zhangjiajie Hehua International Airport",29.1028,110.443001,8530,AS,China,CN,"Hunan Province",CN-43,43,"Zhangjiajie (Yongding)",1,ZGDY,DYG,,,https://en.wikipedia.org/wiki/Zhangjiajie_Hehua_Airport,"Dayong Airport",150,2024-07-08T07:57:00+00:00
332096,YNT,large_airport,"Yantai Penglai International Airport",37.659724,120.978124,154,AS,China,CN,"Shandong Province",CN-37,37,Yantai,1,ZSYT,YNT,,http://www.ytairport.com.cn/,https://en.wikipedia.org/wiki/Yantai_Penglai_International_Airport,,1000,2021-10-12T15:00:19+00:00
32006,ZBBB,medium_airport,"Beijing Xijiao Airport",39.9608,116.257004,,AS,China,CN,"Beijing Municipality",CN-11,11,Beijing,0,ZBBB,,,,https://en.wikipedia.org/wiki/Beijing_Xijiao_Airport,"BJS, Beijing City Airport",750,2016-05-31T08:35:23+00:00
27235,ZWTN,medium_airport,"Hotan Airport",37.03850173950195,79.86489868164062,4672,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Hotan,1,ZWTN,HTN,,,https://en.wikipedia.org/wiki/Hotan_Airport,"Khotan, Heitan Air Base",750,2009-04-17T22:33:32+00:00
31658,ZSLQ,medium_airport,"Taizhou Luqiao Airport",28.562201,121.429001,,AS,China,CN,"Zhejiang Province",CN-33,33,Huangyan,1,ZSLQ,HYN,,,https://en.wikipedia.org/wiki/Huangyan_Luqiao_Airport,,750,2021-10-07T01:59:11+00:00
27231,ZUXC,medium_airport,"Xichang Qingshan Airport",27.9891,102.183998,5112,AS,China,CN,"Sichuan Province",CN-51,51,"Liangshan (Xichang)",1,ZUXC,XIC,,,https://en.wikipedia.org/wiki/Xichang_Qingshan_Airport,,750,2022-08-29T16:05:51+00:00
27191,ZBSJ,medium_airport,"Shijiazhuang Zhengding International Airport",38.280701,114.696999,233,AS,China,CN,"Hebei Province",CN-13,13,Shijiazhuang,1,ZBSJ,SJW,,,https://en.wikipedia.org/wiki/Shijiazhuang_Zhengding_International_Airport,Daguocun,750,2021-09-30T15:32:19+00:00
32646,ZSWF,medium_airport,"Weifang Nanyuan Airport",36.646702,119.119003,,AS,China,CN,"Shandong Province",CN-37,37,Weifang,1,ZSWF,WEF,,,https://en.wikipedia.org/wiki/Weifang_Airport,,500,2021-10-12T15:23:15+00:00
27227,ZSYT,small_airport,"Yantai Laishan Airport",37.396825,121.369571,59,AS,China,CN,"Shandong Province",CN-37,37,Yantai,0,,,,,https://en.wikipedia.org/wiki/Yantai_Laishan_Airport,"YNT, ZSYT",150,2021-10-12T15:03:05+00:00
35146,CN-0001,closed,"Old Guangzhou Baiyun International Airport",23.1842,113.265999,,AS,China,CN,"Guangdong Province",CN-44,44,"Guangzhou (Baiyun)",0,,,,,https://en.wikipedia.org/wiki/Guangzhou_Baiyun_International_Airport_%28former%29,"CAN ZGGG",1,2021-05-14T18:20:11+00:00
27197,ZGNN,large_airport,"Nanning Wuxu Airport",22.608299,108.171997,421,AS,China,CN,"Guangxi Autonomous Region",CN-45,45,"Nanning (Jiangnan)",1,ZGNN,NNG,,http://www.nnairport.com/,https://en.wikipedia.org/wiki/Nanning_Wuxu_International_Airport,"南宁吴圩机场, Nanning Wuxu Air Base",1200,2020-12-16T14:31:36+00:00
27213,ZPJH,medium_airport,"Xishuangbanna Gasa International Airport",21.974648,100.762224,1815,AS,China,CN,"Yunnan Province",CN-53,53,"Jinghong (Gasa)",1,ZPJH,JHG,,,https://en.wikipedia.org/wiki/Xishuangbanna_Gasa_International_Airport,"Sipsong Panna",750,2022-09-23T09:57:06+00:00
31876,ZUNZ,medium_airport,"Nyingchi Mainling Airport",29.303301,94.335297,9675,AS,China,CN,"Tibet Autonomous Region",CN-54,54,"Nyingchi (Mainling)",1,ZUNZ,LZY,,,https://en.wikipedia.org/wiki/Nyingchi_Airport,"Linzhi, Kang Ko",750,2022-09-20T16:33:00+00:00
31684,ZWCM,medium_airport,"Qiemo Yudu Airport",38.234516,85.465462,,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Qiemo,1,ZWCM,IQM,,,https://en.wikipedia.org/wiki/Qiemo_Yudu_Airport,"Cherchen, Qarqan",750,2021-04-11T20:48:30+00:00
27226,ZSWH,medium_airport,"Weihai Dashuibo Airport",37.187099,122.228996,145,AS,China,CN,"Shandong Province",CN-37,37,Weihai,1,ZSWH,WEH,,,https://en.wikipedia.org/wiki/Weihai_Airport,"Dashuipo, Yancheng Air Base",750,2021-10-09T08:45:46+00:00
313426,ZWKN,medium_airport,"Burqin Kanas Airport",48.2223,86.9959,3921,AS,China,CN,"Xinjiang Autonomous Region",CN-65,65,Burqin,1,ZWKN,KJI,,,https://en.wikipedia.org/wiki/Kanas_Airport,,500,2021-12-24T04:05:44+00:00
30916,ZPDQ,medium_airport,"Diqing Shangri-La Airport",27.7936,99.6772,10761,AS,China,CN,"Yunnan Province",CN-53,53,"Diqing (Shangri-La)",1,ZPDQ,DIG,,,https://en.wikipedia.org/wiki/Diqing_Shangri-La_Airport,,500,2022-08-29T13:49:54+00:00
300671,ZBER,medium_airport,"Erenhot Saiwusu International Airport",43.4225,112.096667,3301,AS,China,CN,"Inner Mongolia Autonomous Region",CN-15,15,Erenhot,1,ZBER,ERL,,,https://en.wikipedia.org/wiki/Erenhot_Saiwusu_International_Airport,"Saiwusu Airport",500,2016-10-05T13:25:24+00:00
300860,ZBHD,medium_airport,"Handan Airport",36.525833,114.425556,229,AS,China,CN,"Hebei Province",CN-13,13,Handan,1,ZBHD,HDG,,,https://en.wikipedia.org/wiki/Handan_Airport,,500,2021-12-09T06:43:16+00:00
32400,ZGOW,medium_airport,"Jieyang Chaoshan International Airport",23.552,116.5033,,AS,China,CN,"Guangdong Province",CN-44,44,"Jieyang (Rongcheng)",1,ZGOW,SWA,,,https://en.wikipedia.org/wiki/Jieyang_Chaoshan_International_Airport,,500,2021-05-14T18:21:17+00:00
31874,ZGZH,medium_airport,"Liuzhou Bailian Airport / Bailian Air Base",24.2075,109.390999,295,AS,China,CN,"Guangxi Autonomous Region",CN-45,45,"Liuzhou (Liujiang)",1,ZGZH,LZH,,,https://en.wikipedia.org/wiki/Liuzhou_Bailian_Airport,"Liujiang-Liuzhou Air Base",500,2021-10-01T09:56:44+00:00
31870,ZHLY,medium_airport,"Luoyang Beijiao Airport",34.7411,112.388,840,AS,China,CN,"Henan Province",CN-41,41,"Luoyang (Laocheng)",1,ZHLY,LYA,,,https://en.wikipedia.org/wiki/Luoyang_Beijiao_Airport,,500,2022-08-29T14:50:52+00:00
322165,ZBMZ,medium_airport,"Manzhouli Xijiao Airport",49.566667,117.33,2231,AS,China,CN,"Inner Mongolia Autonomous Region",CN-15,15,Manzhouli,1,ZBMZ,NZH,,,https://en.wikipedia.org/wiki/Manzhouli_Xijiao_Airport,,500,2023-12-23T04:29:58+00:00
32048,CN-NTG,medium_airport,"Nantong Xingdong International Airport",32.070801,120.975998,16,AS,China,CN,"Jiangsu Province",CN-32,32,Nantong,1,ZSNT,NTG,,,https://en.wikipedia.org/wiki/Nantong_Xingdong_Airport,,500,2022-06-12T00:28:05+00:00
300545,ZUAL,medium_airport,"Ngari Gunsa Airport",32.1,80.053056,14022,AS,China,CN,"Tibet Autonomous Region",CN-54,54,Shiquanhe,1,ZUAL,NGQ,,,https://en.wikipedia.org/wiki/Ngari_Gunsa_Airport,"Ali Airport",500,2022-08-02T09:50:27+00:00
32697,ZHXF,medium_airport,"Xiangyang Liuji Airport",32.152222,112.291666,234,AS,China,CN,"Hubei Province",CN-42,42,"Xiangyang (Xiangzhou)",1,ZHXF,XFN,,http://www.hbxyairport.com/,https://en.wikipedia.org/wiki/Xiangyang_Liuji_Airport,"Xiangyang,Xiangfan",500,2022-08-29T14:29:28+00:00
32713,ZSXZ,medium_airport,"Xuzhou Guanyin International Airport",34.059056,117.555278,108,AS,China,CN,"Jiangsu Province",CN-32,32,Xuzhou,1,ZSXZ,XUZ,,,https://en.wikipedia.org/wiki/Xuzhou_Guanyin_Airport,,500,2024-07-08T07:54:07+00:00
35316,ZSYN,medium_airport,"Yancheng Nanyang International Airport",33.425833,120.203056,,AS,China,CN,"Jiangsu Province",CN-32,32,Yancheng,1,ZSYN,YNZ,,,https://en.wikipedia.org/wiki/Yancheng_Nanyang_International_Airport,,500,2022-06-12T00:42:48+00:00
317774,ZSYA,medium_airport,"Yangzhou Taizhou Airport",32.5634,119.7198,7,AS,China,CN,"Jiangsu Province",CN-32,32,Yangzhou,1,ZSYA,YTY,,http://www.yztzairport.net/,https://en.wikipedia.org/wiki/Yangzhou_Taizhou_Airport,"Yangtai Airport",500,2021-12-21T17:02:08+00:00
315853,ZSYC,medium_airport,"Yichun Mingyueshan Airport",27.8025,114.3062,430,AS,China,CN,"Jiangxi Province",CN-36,36,Yichun,1,ZSYC,YIC,,,https://en.wikipedia.org/wiki/Yichun_Mingyueshan_Airport,,500,2015-10-18T16:03:50+00:00
308240,ZSFY,medium_airport,"Fuyang Xiguan Airport",32.882157,115.734364,104,AS,China,CN,"Anhui Province",CN-34,34,"Yingzhou, Fuyang",1,ZSFY,FUG,,,https://en.wikipedia.org/wiki/Fuyang_Xiguan_Airport,,500,2021-01-11T18:38:00+00:00
300455,ZBYC,medium_airport,"Yuncheng Zhangxiao Airport",35.116391,111.031389,1242,AS,China,CN,"Shaanxi Province",CN-61,61,"Yuncheng (Yanhu)",1,ZBYC,YCU,,,https://en.wikipedia.org/wiki/Yuncheng_Zhangxiao_Airport,"Yuncheng Guangong Airport",500,2023-09-29T05:35:52+00:00
44169,CN-0091,medium_airport,"Dongying Shengli Airport",37.5085983276,118.788002014,15,AS,China,CN,"Shandong Province",CN-37,37,Dongying,0,ZSDY,DOY,,,https://en.wikipedia.org/wiki/Dongying_Shengli_Airport,"Dongying Air Base, Dongying Yong'an Airport",250,2012-08-23T16:28:41+00:00
44225,CN-0147,medium_airport,"Feidong Air Base",31.909401,117.658997,,AS,China,CN,"Anhui Province",CN-34,34,Hefei,0,,,,,,,250,2021-10-01T10:33:16+00:00
30876,ZBDT,small_airport,"Datong Yungang Airport",40.061614,113.480032,3442,AS,China,CN,"Shanxi Province",CN-14,14,Datong,1,ZBDT,DAT,,,https://en.wikipedia.org/wiki/Datong_Yungang_Airport,,150,2021-09-27T23:22:37+00:00
35312,ZSLG,small_airport,"Baitabu Air Base",34.571302,118.873143,,AS,China,CN,"Jiangsu Province",CN-32,32,Lianyungang,0,,,,,https://en.wikipedia.org/wiki/Lianyungang_Baitabu_Airport,"Lianyungang Baitabu Airport",150,2022-10-13T15:30:32+00:00
35314,ZGMX,small_airport,"Meizhou Meixian Changgangji International Airport",24.263425,116.097857,312,AS,China,CN,"Guangdong Province",CN-44,44,"Meizhou (Meixian)",1,ZGMX,MXZ,,,https://en.wikipedia.org/wiki/Meixian_Airport,,150,2021-05-14T18:20:43+00:00
32003,ZUNC,small_airport,"Nanchong Gaoping Airport",30.798104,106.16415,1145,AS,China,CN,"Sichuan Province",CN-51,51,"Nanchong (Gaoping)",1,ZUNC,NAO,,,https://en.wikipedia.org/wiki/Nanchong_Airport,,150,2022-08-29T14:02:07+00:00
44178,CN-0100,small_airport,"Qingdao Cangkou Air Base",36.158929,120.387832,,AS,China,CN,"Shandong Province",CN-37,37,Qingdao,0,,,,,,,50,2021-12-20T17:57:35+00:00
